timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-06-15,200,480.6,0.0,2.8,97.3,2.9,32.5,39.0,3.1
2024-06-16,200,547.4,0.0,5.6,22.4,2.6,29.1,31.8,1.7
2024-06-17,200,587.5,0.0,8.8,44.7,4.3,33.3,37.3,2.8
2024-06-18,200,640.9,0.0,9.8,51.2,3.8,33.8,38.0,3.2
2024-06-19,300,694.3,0.1,9.6,45.8,5.6,42.4,51.4,3.0
2024-06-20,300,697.6,0.1,8.8,58.3,4.1,39.6,45.9,2.7
2024-06-21,200,664.2,0.1,9.6,50.0,3.6,28.8,36.2,2.3
2024-06-22,200,981.4,0.1,9.5,30.0,3.9,27.8,30.2,2.0
2024-06-23,300,941.2,0.0,9.0,29.3,3.8,27.4,31.0,1.6
2024-06-24,200,1148.2,0.2,13.2,18.2,3.8,29.5,36.4,2.1
2024-06-25,200,670.9,0.0,10.4,38.8,4.7,16.0,18.2,1.4
2024-06-26,200,724.3,0.2,12.0,19.3,6.3,18.9,21.9,1.6
2024-06-27,300,791.1,0.1,14.0,13.8,4.4,18.9,24.7,1.8
2024-06-28,300,707.6,0.0,9.8,51.2,5.3,22.9,25.5,1.2
2024-06-29,200,610.8,0.0,8.4,41.7,4.0,14.6,16.6,1.2
2024-06-30,200,634.2,0.0,9.8,33.4,5.8,22.8,25.4,1.5
2024-07-01,200,704.3,0.1,12.6,39.5,6.9,18.8,20.6,1.0
2024-07-02,100,777.7,0.1,11.0,33.0,5.2,16.5,17.5,1.0
2024-07-03,200,827.8,0.0,14.8,42.4,5.4,22.1,24.1,1.1
2024-07-04,200,620.8,0.1,13.9,26.8,5.7,13.8,16.0,1.0
2024-07-05,200,504.0,0.1,8.2,34.0,3.8,10.5,11.7,0.9
2024-07-06,100,467.3,0.1,6.3,24.8,2.7,9.4,10.4,0.9
2024-07-07,100,477.3,0.1,6.8,27.4,2.4,15.3,16.7,1.2
2024-07-08,200,557.4,0.0,10.0,45.2,4.6,16.7,18.2,1.2
2024-07-09,200,644.2,0.1,13.2,37.9,5.6,20.8,22.2,1.2
2024-07-10,200,694.3,0.1,15.5,35.0,7.3,20.2,22.2,0.7
2024-07-11,100,657.6,0.0,11.0,38.6,4.8,16.8,17.8,0.9
2024-07-12,100,624.2,0.2,8.8,21.8,3.2,13.9,15.8,1.0
2024-07-13,100,660.9,0.1,6.1,50.0,2.8,20.6,22.4,1.0
2024-07-14,200,574.1,0.1,6.1,57.6,3.6,14.8,16.0,1.0
2024-07-15,200,494.0,0.0,9.4,49.7,6.2,12.1,13.5,1.0
2024-07-16,200,537.4,0.1,13.0,21.1,6.2,15.0,16.6,1.0
2024-07-17,200,644.2,0.2,18.0,19.4,6.0,21.1,23.1,0.9
2024-07-18,200,510.7,0.0,15.4,35.6,7.5,15.0,17.0,0.9
2024-07-19,200,737.6,0.1,18.0,28.1,6.4,27.6,29.6,1.6
2024-07-20,200,751.0,0.1,12.3,17.0,4.0,18.3,19.5,1.0
2024-07-21,200,617.5,0.0,12.4,35.0,4.9,20.2,21.7,0.8
2024-07-22,200,754.4,0.0,17.0,35.4,7.0,26.4,28.2,1.0
2024-07-23,200,801.1,0.0,17.1,11.1,4.7,29.1,30.3,0.8
2024-07-24,200,734.3,0.1,13.5,43.3,6.2,24.3,26.1,1.0
2024-07-25,300,904.6,0.2,17.0,15.5,4.2,34.2,37.0,1.6
2024-07-26,300,874.5,0.1,15.7,26.4,4.3,30.8,32.8,1.4
2024-07-27,200,537.4,0.1,9.0,50.4,3.5,12.8,14.5,1.4
2024-07-28,100,524.0,0.0,10.0,25.3,3.8,11.4,12.8,1.0
2024-07-29,200,657.6,0.0,13.6,46.2,5.2,23.6,25.6,1.2
2024-07-30,200,460.6,0.1,10.1,37.2,4.8,12.3,13.6,0.8
2024-07-31,200,557.4,0.2,9.3,38.2,4.3,16.4,19.6,1.1
2024-08-01,200,637.6,0.2,11.4,23.4,3.6,17.5,20.8,1.2
2024-08-02,200,761.0,0.2,15.4,15.0,6.4,18.8,22.4,1.8
2024-08-03,200,460.6,0.1,5.7,35.4,2.6,8.6,11.0,1.5
2024-08-04,100,504.0,0.1,7.4,22.2,2.7,9.6,12.8,2.0
2024-08-05,300,670.9,0.1,11.0,37.7,7.8,27.2,30.2,1.6
2024-08-06,200,554.0,0.0,11.2,34.5,5.8,18.3,20.4,1.2
2024-08-07,300,784.4,0.1,12.0,50.4,7.0,49.8,53.7,1.6
2024-08-08,400,580.8,0.0,11.3,38.8,6.3,19.8,22.4,1.5
2024-08-09,200,504.0,0.1,11.4,40.0,4.9,11.3,13.6,1.4
2024-08-10,300,737.7,0.1,13.7,32.2,5.6,23.6,26.2,1.4
2024-08-11,300,771.0,0.3,9.8,11.0,3.1,21.0,24.6,2.0
2024-08-12,200,677.6,0.2,10.9,32.4,6.6,20.6,22.9,1.6
2024-08-13,200,914.6,0.0,13.2,30.6,7.2,25.4,30.6,1.6
2024-08-14,300,1034.8,0.2,16.0,48.0,7.4,32.0,37.6,2.2
2024-08-15,400,871.2,0.1,14.2,71.9,6.9,38.3,41.7,1.7
2024-08-16,300,767.7,0.0,10.8,81.6,6.8,32.5,35.6,1.6
2024-08-17,300,851.2,0.0,10.2,32.6,4.0,34.7,40.1,1.4
2024-08-18,300,644.2,0.1,8.4,63.6,3.7,19.5,23.2,1.4
2024-08-19,300,664.2,0.2,10.6,42.2,4.4,19.7,23.6,1.4
2024-08-20,200,727.7,0.3,12.1,13.8,3.8,19.0,22.6,1.2
2024-08-21,200,510.7,0.2,9.4,26.6,4.4,8.9,12.8,1.4
2024-08-22,300,1134.8,0.3,15.2,7.2,4.1,40.6,46.7,1.6
2024-08-23,300,1255.0,0.2,13.4,10.8,4.5,46.8,54.2,2.1
2024-08-24,300,620.8,0.2,8.4,25.0,2.9,16.1,19.8,1.8
2024-08-25,200,721.0,0.2,9.2,24.6,3.2,24.0,30.0,3.1
2024-08-26,300,1121.6,1.0,17.0,6.2,5.4,42.2,49.6,3.1
2024-08-27,400,3057.4,0.1,30.5,91.6,21.8,285.5,295.1,29.8
2024-08-28,400,2243.0,0.3,15.5,25.1,4.5,172.2,182.5,3.5
2024-08-29,300,1088.2,0.3,13.4,26.0,4.9,46.2,56.9,3.4
2024-08-30,400,1208.3,0.2,18.8,24.8,5.8,48.0,52.9,3.2
2024-08-31,300,674.2,0.1,8.5,54.0,4.2,25.9,28.4,1.3
2024-09-01,400,817.8,0.4,15.8,20.3,4.8,25.8,29.8,2.2
2024-09-02,400,1408.6,1.0,15.0,11.8,5.7,47.2,53.0,3.1
2024-09-03,400,1174.9,0.4,14.1,36.8,5.3,44.2,52.0,2.6
2024-09-04,400,1689.0,1.0,17.2,8.8,5.6,63.8,72.1,2.8
2024-09-05,300,781.0,0.1,16.7,25.9,6.6,24.7,28.4,2.3
2024-09-06,400,948.0,0.5,14.2,8.6,5.1,36.0,42.5,2.8
2024-09-07,400,1094.8,0.2,11.4,29.8,4.2,38.2,43.0,3.0
2024-09-08,300,1054.8,0.2,13.0,28.6,3.0,32.4,43.3,2.5
2024-09-09,300,1535.4,0.8,14.2,1.9,2.9,67.5,71.4,2.6
2024-09-10,400,1121.5,0.2,12.7,41.1,7.0,51.5,56.1,3.9
2024-09-11,300,994.7,0.2,11.6,15.7,4.4,31.8,38.3,3.6
2024-09-12,400,1068.2,0.3,15.6,10.7,6.3,32.5,44.4,5.6
2024-09-13,400,1148.2,0.3,13.4,15.4,5.2,39.2,55.0,5.2
2024-09-14,400,697.6,0.1,8.9,28.8,3.6,18.3,22.6,2.0
2024-09-15,300,777.8,0.6,8.6,12.4,2.8,21.2,26.8,2.2
2024-09-16,400,1348.4,0.5,15.6,9.4,5.9,52.0,61.1,3.6
2024-09-17,400,1375.2,0.5,15.7,9.9,5.0,62.8,83.9,4.2
2024-09-18,400,1348.5,0.2,14.4,34.2,6.8,70.0,86.8,4.2
2024-09-19,400,1215.0,0.2,14.0,22.2,3.8,53.8,62.7,3.1
2024-09-20,400,1388.6,0.2,16.4,19.2,4.8,50.8,62.2,3.9
2024-09-21,400,1682.3,0.1,17.5,30.8,9.3,98.4,108.6,5.4
2024-09-22,400,1008.0,0.1,15.2,38.4,5.6,62.6,86.5,7.4
2024-09-23,400,1081.5,0.0,14.0,38.1,6.2,62.7,88.6,5.4
2024-09-24,400,974.6,0.1,15.2,31.3,6.9,35.6,43.2,2.8
2024-09-25,300,1008.0,0.4,14.6,43.4,6.6,38.8,43.8,2.6
2024-09-26,400,861.2,0.2,12.5,22.1,5.6,41.4,48.0,2.0
2024-09-27,200,627.5,0.2,9.0,19.4,3.6,15.4,21.0,2.1
2024-09-28,200,867.8,0.1,10.5,15.2,3.0,31.1,40.8,3.4
2024-09-29,300,847.8,0.6,10.0,11.4,3.3,28.0,38.4,2.4
2024-09-30,300,871.2,0.4,11.8,28.6,3.6,32.8,41.3,2.7
2024-10-01,400,1134.9,0.1,14.0,33.3,7.7,55.7,68.6,3.2
2024-10-02,400,1268.4,0.0,15.1,41.2,8.2,61.0,69.2,3.0
2024-10-03,400,1568.8,0.7,12.8,10.4,4.7,73.7,88.7,2.6
2024-10-04,400,1395.2,0.4,16.6,12.8,4.4,57.8,72.0,2.8
2024-10-05,400,1295.1,0.2,11.8,18.4,4.4,51.4,60.6,2.7
2024-10-06,300,1341.8,0.8,12.6,9.6,3.9,55.2,65.8,2.8
2024-10-07,400,1341.8,1.2,12.2,14.4,3.7,61.2,71.6,2.0
2024-10-08,400,1108.2,0.3,10.9,26.8,3.5,47.8,64.4,2.8
2024-10-09,400,1054.8,0.4,10.8,29.0,3.2,43.6,56.9,2.2
2024-10-10,400,1228.4,0.8,13.6,21.3,4.1,57.6,71.9,2.6
2024-10-11,400,1335.2,0.2,14.2,21.2,3.4,72.7,88.4,2.9
2024-10-12,400,988.0,0.1,11.6,39.5,3.0,51.2,75.0,3.2
2024-10-13,400,961.3,0.2,11.5,38.8,3.0,63.9,82.8,2.9
2024-10-14,400,1368.6,0.2,16.0,24.1,4.2,82.2,97.8,3.4
2024-10-15,400,1502.0,0.1,16.0,22.4,5.2,89.0,105.8,4.2
2024-10-16,400,1575.4,0.1,20.2,29.2,6.1,113.0,152.6,3.8
2024-10-17,400,1528.8,0.2,19.1,24.4,7.2,107.3,130.8,4.8
2024-10-18,400,1448.6,0.1,17.9,23.2,4.7,90.8,106.1,3.8
2024-10-19,400,1435.2,0.1,14.0,26.3,3.8,74.8,94.0,2.7
2024-10-20,400,1214.9,0.1,12.8,29.5,3.0,63.4,73.0,2.3
2024-10-21,400,1308.4,0.1,13.8,27.9,4.6,68.4,87.5,3.9
2024-10-22,400,1575.5,0.1,19.6,17.4,6.2,91.2,125.4,10.2
2024-10-23,400,1655.6,0.2,21.2,15.6,6.2,98.1,137.0,9.0
2024-10-24,400,1041.4,0.2,15.7,32.6,5.1,60.0,90.2,3.0
2024-10-25,400,961.4,0.1,16.0,35.8,5.2,56.7,72.8,3.2
2024-10-26,400,1315.1,0.2,16.8,26.9,4.6,70.6,87.8,3.1
2024-10-27,400,1468.6,0.1,20.8,19.4,5.1,95.2,123.8,7.8
2024-10-28,400,1468.7,0.2,20.8,19.6,5.4,98.2,134.5,5.0
2024-10-29,400,1268.4,0.2,19.2,29.0,4.8,72.6,104.6,4.1
2024-10-30,400,1401.9,0.3,20.5,12.6,5.6,84.1,108.6,3.2
2024-10-31,400,1348.5,0.2,18.5,31.3,4.2,67.6,84.2,2.6
2024-11-01,400,1415.2,0.0,19.5,62.6,8.0,86.6,108.2,4.4
2024-11-02,400,1822.4,0.0,18.1,40.2,5.8,135.9,160.0,3.8
2024-11-03,400,1742.4,0.0,19.2,26.9,5.0,99.8,135.2,4.2
2024-11-04,400,1722.4,0.2,21.2,14.6,5.2,85.2,106.4,3.2
2024-11-05,400,1608.8,0.1,23.1,23.9,6.8,82.6,103.4,6.8
2024-11-06,400,1789.1,0.3,25.2,27.9,8.3,118.3,165.0,13.2
2024-11-07,400,1909.2,0.4,26.6,27.2,10.4,116.0,162.8,16.0
2024-11-08,400,1762.4,0.1,23.5,32.9,7.8,152.4,206.2,6.2
2024-11-09,400,1421.9,0.0,15.9,32.9,4.8,123.6,166.8,3.6
2024-11-10,400,1542.1,0.0,20.0,37.2,6.6,110.3,145.4,4.5
2024-11-11,400,1268.4,0.0,16.6,38.2,5.4,73.7,111.9,4.1
2024-11-12,400,1315.1,0.1,19.4,31.8,4.5,78.6,116.7,3.6
2024-11-13,400,1568.8,0.0,22.6,43.3,11.6,118.5,149.4,5.9
2024-11-14,400,1769.0,0.2,28.2,29.0,8.9,148.6,203.8,11.4
2024-11-15,400,1976.0,0.3,30.2,21.6,12.8,185.5,241.3,14.0
2024-11-16,400,1682.3,0.0,27.1,31.6,12.4,185.8,241.0,16.0
2024-11-17,400,1335.2,0.0,21.2,40.4,9.9,139.0,177.5,11.0
2024-11-18,400,1575.4,0.2,24.5,24.8,8.7,161.7,210.3,12.9
2024-11-19,400,1515.4,0.1,25.0,41.0,11.9,152.8,208.2,18.8
2024-11-20,400,1802.4,0.2,27.2,31.0,9.4,160.4,203.8,10.6
2024-11-21,400,1895.9,0.0,28.1,34.8,9.3,157.3,202.6,11.3
2024-11-22,400,1829.2,0.2,30.6,23.2,8.1,136.0,184.1,7.1
2024-11-23,400,1335.1,0.0,19.6,37.6,7.5,101.1,145.8,8.6
2024-11-24,400,1508.8,0.1,26.9,25.6,7.4,112.2,158.8,16.7
2024-11-25,400,1455.3,0.0,24.5,50.8,15.5,143.6,194.2,10.2
2024-11-26,400,1675.6,0.3,29.4,32.4,9.2,146.2,204.2,13.3
2024-11-27,400,1689.0,0.0,27.2,34.5,7.6,143.7,192.0,11.4
2024-11-28,400,1815.8,0.2,28.4,35.0,8.0,150.4,199.4,13.4
2024-11-29,400,1622.2,0.1,25.9,47.0,11.6,137.8,186.4,20.9
2024-11-30,400,1702.3,0.0,27.6,48.0,15.5,155.3,205.8,22.3
2024-12-01,400,1595.5,0.0,27.6,35.8,15.8,130.0,187.8,25.5
2024-12-02,400,1722.4,0.3,30.2,29.8,19.5,126.8,189.0,32.0
2024-12-03,400,1882.6,0.2,35.0,29.1,20.8,146.5,211.6,30.0
2024-12-04,400,2122.8,0.3,37.7,23.8,19.6,154.8,229.2,36.5
2024-12-05,400,2309.8,0.2,36.8,30.4,22.5,182.7,245.2,37.2
2024-12-06,400,3297.8,0.2,49.4,20.8,14.2,321.8,391.9,17.2
2024-12-07,400,2189.6,0.0,28.1,32.8,10.2,237.4,297.8,7.6
2024-12-08,400,1709.0,0.0,18.9,33.4,7.8,167.4,212.0,6.6
2024-12-09,400,1869.2,0.2,26.1,30.4,7.9,130.0,189.9,13.9
2024-12-10,400,1735.7,0.1,30.3,32.8,9.1,119.6,179.0,18.2
2024-12-11,400,2576.8,0.0,40.4,40.4,17.6,205.4,300.1,32.4
2024-12-12,400,1622.2,0.0,28.3,42.6,14.0,133.0,191.4,26.0
2024-12-13,400,2042.8,0.1,35.5,40.6,18.5,135.9,209.0,36.2
2024-12-14,400,2256.4,0.0,32.8,88.7,19.8,216.6,266.0,36.8
2024-12-15,400,1829.2,0.0,25.0,84.4,18.8,178.6,215.2,27.5
2024-12-16,400,3110.8,0.0,43.8,66.8,31.7,281.0,380.4,49.9
2024-12-17,400,2229.7,0.0,34.1,37.7,20.3,172.9,249.8,37.0
2024-12-18,400,2323.2,0.0,45.2,33.4,22.6,174.5,252.3,42.6
2024-12-19,400,2590.2,0.0,42.2,37.6,25.8,212.3,287.9,46.8
2024-12-20,400,2363.2,0.3,44.6,30.4,24.3,166.8,253.9,44.6
2024-12-21,400,1622.2,0.0,29.5,44.2,13.3,99.6,157.2,27.8
2024-12-22,400,1722.4,0.0,25.9,41.6,15.4,119.6,171.6,25.0
2024-12-23,400,2336.5,0.0,36.6,31.2,20.8,179.8,247.7,40.8
2024-12-24,400,2630.2,0.2,47.0,22.3,14.2,193.6,298.0,31.0
2024-12-25,400,2056.1,0.2,32.0,25.6,9.0,122.2,199.1,20.2
2024-12-26,400,1829.2,0.0,30.2,38.4,13.4,118.0,188.0,29.5
2024-12-27,400,2630.2,0.0,37.7,55.4,23.2,238.7,303.8,45.1
2024-12-28,400,1989.4,0.1,27.8,27.6,10.2,154.6,203.2,11.9
2024-12-29,400,1515.4,0.0,21.4,41.8,6.4,91.0,142.8,12.3
2024-12-30,400,1829.2,0.0,29.2,39.8,14.0,134.0,174.2,20.6
2024-12-31,400,2082.8,0.0,31.8,45.2,13.8,174.9,240.6,23.3
2025-01-01,400,2189.6,0.0,34.1,53.2,17.0,197.8,248.4,29.6
2025-01-02,400,2349.8,0.0,32.4,38.8,14.6,213.0,270.5,23.0
2025-01-03,400,3070.8,0.0,42.4,49.3,28.6,306.4,375.4,46.1
2025-01-04,400,3004.0,0.0,36.3,70.4,30.0,309.8,369.1,51.6
2025-01-05,400,2523.4,0.0,30.8,56.8,17.4,264.6,338.4,30.6
2025-01-06,400,2763.8,0.0,38.8,51.1,19.2,265.6,338.1,26.6
2025-01-07,400,1682.3,0.1,30.2,24.6,10.4,125.2,163.1,9.9
2025-01-08,400,3191.0,0.0,51.4,53.3,22.5,260.3,356.5,32.6
2025-01-09,400,3097.5,0.0,49.7,39.2,29.2,305.6,402.1,54.0
2025-01-10,400,3084.2,0.0,45.6,37.3,19.8,310.1,378.9,19.4
2025-01-11,400,2416.6,0.0,32.9,52.6,18.4,244.8,307.4,35.0
2025-01-12,400,1689.0,0.0,25.9,43.2,10.6,131.8,195.8,19.0
2025-01-13,400,1522.0,0.0,23.6,52.6,8.8,104.6,155.4,14.6
2025-01-14,400,2002.7,0.0,30.2,52.9,16.5,145.0,211.4,24.5
2025-01-15,400,2510.1,0.0,34.6,49.0,23.6,213.8,286.5,38.5
2025-01-16,400,2643.6,0.0,36.5,45.0,14.7,242.6,335.4,27.0
2025-01-17,400,1976.0,0.1,31.2,41.3,11.9,148.6,221.9,26.1
2025-01-18,400,1655.6,0.0,26.9,42.4,14.7,109.8,166.8,27.2
2025-01-19,400,1702.3,0.0,28.2,53.6,15.8,121.2,183.0,33.0
2025-01-20,400,1989.4,0.0,32.2,54.0,18.8,157.0,232.8,37.8
2025-01-21,400,1789.1,0.2,31.0,44.2,16.7,114.2,181.7,30.1
2025-01-22,400,1869.2,0.3,32.4,33.6,14.6,111.9,181.4,32.6
2025-01-23,400,1515.4,0.2,28.3,30.6,7.7,94.0,148.0,18.4
2025-01-24,400,1522.1,0.0,26.4,38.8,10.3,132.8,194.8,26.6
2025-01-25,400,1689.0,0.0,28.4,40.6,14.7,152.4,205.0,20.2
2025-01-26,400,1829.2,0.0,25.9,63.0,7.7,180.6,225.2,7.6
2025-01-27,400,2002.7,0.0,31.9,48.2,12.3,202.4,250.9,20.3
2025-01-28,400,1855.8,0.0,24.4,56.8,9.8,185.9,254.0,9.0
2025-01-29,400,2109.5,0.0,28.0,44.0,8.7,196.0,259.6,10.4
2025-01-30,400,2056.1,0.0,32.2,33.6,9.7,169.4,252.0,21.3
2025-01-31,400,1815.8,0.1,32.0,41.8,13.2,158.0,222.8,25.5
2025-02-01,400,1455.3,0.0,25.8,36.0,6.0,108.4,166.0,21.2
2025-02-02,400,1375.2,0.0,24.0,43.6,10.4,107.0,161.2,27.8
2025-02-03,400,2657.0,0.0,40.3,41.6,18.8,204.4,308.4,39.0
2025-02-04,400,1895.9,0.0,30.0,38.8,8.0,144.9,220.6,19.6
2025-02-05,400,1215.0,0.2,23.0,28.6,8.0,81.6,126.2,21.9
2025-02-06,400,1722.4,0.2,32.9,29.3,11.0,117.7,188.0,35.0
2025-02-07,400,2176.2,0.1,40.8,32.6,18.2,152.6,229.9,44.4
2025-02-08,400,2029.4,0.0,32.8,42.6,16.5,175.6,238.6,43.3
2025-02-09,400,1922.6,0.0,29.3,48.6,14.2,203.9,264.2,23.6
2025-02-10,400,1662.2,0.0,27.2,41.8,7.2,140.3,211.5,16.0
2025-02-11,400,1361.8,0.0,24.3,44.4,7.0,113.2,154.7,14.0
2025-02-12,400,1295.0,0.0,20.7,61.6,6.3,111.9,155.8,9.2
2025-02-13,400,1308.4,0.0,24.8,49.8,7.2,106.9,149.6,12.5
2025-02-14,400,1495.4,0.0,29.6,44.8,10.7,145.4,190.4,14.7
2025-02-15,400,1174.9,0.0,14.6,96.6,6.3,137.8,162.2,8.1
2025-02-16,400,1288.4,0.0,21.0,53.6,5.8,118.8,165.6,8.4
2025-02-17,400,1268.4,0.0,20.0,74.0,8.3,129.9,170.0,10.1
2025-02-18,400,1215.0,0.0,19.9,64.0,9.8,90.0,128.6,14.2
2025-02-19,400,1448.6,0.0,26.9,44.8,7.8,104.0,149.7,13.0
2025-02-20,400,1154.9,0.0,19.8,53.2,8.6,90.6,123.2,12.1
2025-02-21,400,954.6,0.0,16.2,44.6,4.5,60.3,96.2,8.2
2025-02-22,400,1041.4,0.0,18.0,43.8,5.6,66.7,100.8,14.4
2025-02-23,400,1174.9,0.0,22.0,53.2,6.0,74.1,112.1,18.5
2025-02-24,400,1161.6,0.0,19.0,54.0,6.4,74.8,118.8,16.7
2025-02-25,400,1408.6,0.0,27.2,51.5,13.6,91.2,138.8,25.2
2025-02-26,400,1628.9,0.0,29.3,52.2,15.8,135.6,191.2,28.5
2025-02-27,400,1301.8,0.0,18.9,79.4,12.7,119.0,165.2,15.0
2025-02-28,400,837.8,0.0,12.0,51.2,4.6,55.8,82.2,8.8
2025-03-01,400,851.2,0.0,14.8,44.0,4.7,41.3,69.8,10.7
2025-03-02,300,834.4,0.0,15.2,65.8,4.8,36.2,63.5,20.1
2025-03-03,400,961.3,0.0,20.0,63.3,5.9,49.0,97.8,24.2
2025-03-04,400,994.7,0.0,22.0,64.4,6.0,54.2,118.0,28.9
2025-03-05,400,721.0,0.1,11.0,115.9,4.2,53.9,82.8,12.8
